episode,step,action_index,action_label,reward,loss,done,mission_status,battery_pct,attitude_error,fuel_units,last_action_result
3,38,23,query_power_level:solar_b,-0.450000,0.092236,0,critical,100.000,3.000,0.000,diag: solar_b output=83.2W health=1.00 (panel nominal)
3,39,11,reconfigure_power:solar_b,-0.800000,0.137645,0,critical,100.000,4.500,0.000,solar_b has no active fault to reconfigure
3,40,25,query_thermal,-0.450000,0.045360,0,critical,100.000,6.000,0.000,diag: battery_temp=-18.8C heaters=offline thermal_fault=True
3,41,0,shed_load:science_a,-0.700000,0.155205,0,critical,100.000,7.500,0.000,science_a already offline
3,42,14,desaturate_wheels,-0.800000,0.142888,0,critical,100.000,9.000,0.000,insufficient fuel to desaturate
3,43,23,query_power_level:solar_b,-0.450000,0.043592,0,critical,100.000,10.500,0.000,diag: solar_b output=49.5W health=1.00 (panel nominal)
3,44,7,restore_load:transponder,-0.400000,0.057160,0,critical,100.000,12.000,0.000,transponder restored
3,45,7,restore_load:transponder,-0.600000,0.091118,0,critical,100.000,13.500,0.000,comms fault active — power cycle required: shed_load then restore_load
3,46,11,reconfigure_power:solar_b,-0.800000,0.073822,0,critical,100.000,15.000,0.000,solar_b has no active fault to reconfigure
3,47,5,restore_load:science_b,-0.400000,0.018802,0,critical,98.830,16.500,0.000,science_b restored
3,48,3,shed_load:transponder,-0.600000,0.026081,0,critical,97.720,18.000,0.000,transponder powered off
3,49,18,switch_attitude_reference:gyro,-0.500000,0.075366,0,critical,96.150,19.500,0.000,attitude reference set to gyro
3,50,21,query_power_level:battery,-5.450000,15.050335,1,lost,94.580,21.000,0.000,diag: battery_pct=96.2% health=0.30 backup=True pcf=False
4,1,9,reset_power_controller,-0.250000,0.001955,0,degraded,100.000,0.000,50.000,power controller nominal; reset had no effect
4,2,12,stabilize_attitude,0.250000,0.026779,0,degraded,100.000,0.000,48.000,attitude stabilization burn; pointing error 0.00deg
4,3,10,reconfigure_power:solar_a,-0.150000,0.055255,0,degraded,100.000,0.000,48.000,solar_a reconfigured blindly; marginal improvement (health 0.28 -> 0.38)
4,4,14,desaturate_wheels,0.150000,0.264067,0,degraded,100.000,0.000,44.000,wheels desaturated; degradation now 0.00
4,5,8,switch_to_backup_battery,-0.050000,0.057022,0,degraded,100.000,0.000,44.000,switched to backup battery
4,6,19,switch_attitude_reference:sun_sensor,-0.050000,0.049400,0,degraded,100.000,0.150,44.000,attitude reference set to sun_sensor
4,7,28,diagnostic_scan:comms,0.050000,0.096900,0,degraded,100.000,0.300,44.000,diag-scan comms: transponder=online signal=8.0dB comms_fault=True pending_cycle=False
4,8,16,cross_validate_attitude,-0.050000,0.096199,0,degraded,100.000,0.450,44.000,diag: ST=0.30deg GY=1.19deg SUN=0.30deg disagree=0.00
4,9,20,recalibrate_imu,0.350000,0.189867,0,degraded,100.000,0.600,44.000,IMU recalibrated; gyro bias 0.89 cleared
4,10,2,shed_load:heaters,-0.150000,0.050827,0,degraded,100.000,0.750,44.000,heaters powered off
4,11,14,desaturate_wheels,-0.150000,0.007242,0,degraded,100.000,0.900,44.000,wheels already nominal; desaturation unnecessary
4,12,3,shed_load:transponder,-0.150000,0.058948,0,degraded,100.000,1.050,44.000,transponder powered off
4,13,30,resume_nominal,-0.550000,0.012337,0,degraded,100.000,1.200,44.000,refused: 3 unresolved fault(s) — resolve before resuming nominal
4,14,19,switch_attitude_reference:sun_sensor,-0.050000,0.011383,0,degraded,100.000,1.350,44.000,attitude reference set to sun_sensor
4,15,16,cross_validate_attitude,-0.050000,0.022859,0,degraded,100.000,1.500,44.000,diag: ST=1.35deg GY=1.35deg SUN=1.35deg disagree=0.00
4,16,16,cross_validate_attitude,-0.050000,0.007741,0,degraded,100.000,1.650,44.000,diag: ST=1.50deg GY=1.50deg SUN=1.50deg disagree=0.00
4,17,11,reconfigure_power:solar_b,-0.350000,0.062509,0,degraded,100.000,1.800,44.000,solar_b has no active fault to reconfigure
4,18,9,reset_power_controller,-0.250000,0.023516,0,degraded,100.000,1.950,44.000,power controller nominal; reset had no effect
4,19,15,recalibrate_star_tracker,-0.250000,0.025683,0,degraded,100.000,2.100,44.000,star tracker nominal; recalibration unnecessary
4,20,25,query_thermal,0.000000,0.067721,0,degraded,100.000,2.250,44.000,diag: battery_temp=20.0C heaters=offline thermal_fault=False
4,21,29,safe_mode,-0.250000,0.015952,0,degraded,100.000,1.400,44.000,safe mode engaged; non-essentials shed
4,22,0,shed_load:science_a,-0.250000,0.012044,0,degraded,100.000,1.550,44.000,science_a already offline
4,23,15,recalibrate_star_tracker,-0.250000,0.008741,0,degraded,100.000,1.700,44.000,star tracker nominal; recalibration unnecessary
4,24,1,shed_load:science_b,-0.250000,0.171307,0,degraded,100.000,1.850,44.000,science_b already offline
4,25,27,diagnostic_scan:attitude,0.050000,0.019765,0,degraded,100.000,2.000,44.000,diag-scan attitude: mode=nominal err=1.85deg rw_deg=0.00 st_fault=False ref=sun_sensor
4,26,0,shed_load:science_a,-0.250000,0.007007,0,degraded,100.000,2.150,44.000,science_a already offline
4,27,21,query_power_level:battery,0.000000,1.022233,0,degraded,100.000,2.300,44.000,diag: battery_pct=100.0% health=1.00 backup=True pcf=False
4,28,26,diagnostic_scan:power,0.050000,0.094036,0,degraded,100.000,2.450,44.000,diag-scan power: bat=100.0% solar=109.8W load=40.0W net=positive pcf=False
4,29,9,reset_power_controller,-0.250000,0.013136,0,degraded,100.000,2.600,44.000,power controller nominal; reset had no effect
4,30,25,query_thermal,0.000000,0.027986,0,degraded,100.000,2.750,44.000,diag: battery_temp=20.0C heaters=offline thermal_fault=False
4,31,20,recalibrate_imu,0.000000,0.000588,0,degraded,100.000,2.900,44.000,IMU recalibrated (bias was negligible)
4,32,12,stabilize_attitude,0.250000,0.027807,0,degraded,100.000,0.550,42.000,attitude stabilization burn; pointing error 0.40deg
4,33,1,shed_load:science_b,-0.250000,0.111272,0,degraded,100.000,0.700,42.000,science_b already offline
